Movie_id,Movie,Year,Liker_num,Liker_ratio
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),1994.0,21612,0.16792671271727053
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",2006.0,13834,0.16786797718723456
187593,Deadpool 2 (2018),2018.0,2525,0.16411023007929287
63082,Slumdog Millionaire (2008),2008.0,11882,0.16366165755292628
122886,Star Wars: Episode VII - The Force Awakens (2015),2015.0,7363,0.16346965054837706
4011,Snatch (2000),2000.0,18531,0.16256974418359826
176371,Blade Runner 2049 (2017),2017.0,3381,0.1618632707774799
70286,District 9 (2009),2009.0,11117,0.16171357916939413
1682,"Truman Show, The (1998)",1998.0,20800,0.16161741738475047
2997,Being John Malkovich (1999),1999.0,20471,0.16092794365045673
1200,Aliens (1986),1986.0,20602,0.16007894389233793
152081,Zootopia (2016),2016.0,5551,0.1591867167560437
1258,"Shining, The (1980)",1980.0,20329,0.15795771528916308
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",2000.0,17842,0.1552612342928748
5445,Minority Report (2002),2002.0,16215,0.15368211543929486
1206,"Clockwork Orange, A (1971)",1971.0,19742,0.15339668528893
6016,City of God (Cidade de Deus) (2002),2002.0,15859,0.15313236259704144
81845,"King's Speech, The (2010)",2010.0,9608,0.15299850313704258
1617,L.A. Confidential (1997),1997.0,19646,0.15265075874715422
49272,Casino Royale (2006),2006.0,12535,0.15114610589270858
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),1964.0,19452,0.15114336552731567
457,"Fugitive, The (1993)",1993.0,19411,0.15082479273343227
912,Casablanca (1942),1942.0,19169,0.14894443624270584
88125,Harry Potter and the Deathly Hallows: Part 2 (2011),2011.0,8816,0.1481456586398696
1732,"Big Lebowski, The (1998)",1998.0,18967,0.14737488247771932
166528,Rogue One: A Star Wars Story (2016),2016.0,4010,0.1470103017193973
32587,Sin City (2005),2005.0,13525,0.1466522092708051
1580,Men in Black (a.k.a. MIB) (1997),1997.0,18845,0.14642693416421262
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),1984.0,18732,0.1455489164639974
68358,Star Trek (2009),2009.0,10152,0.14502235618473494
1527,"Fifth Element, The (1997)",1997.0,18662,0.14500501169395255
50872,Ratatouille (2007),2007.0,11535,0.14499767450630396
46578,Little Miss Sunshine (2006),2006.0,12106,0.1434173271256116
2324,Life Is Beautiful (La Vita è bella) (1997),1997.0,18419,0.14311688513508264
1208,Apocalypse Now (1979),1979.0,18345,0.1425419000924638
148626,"Big Short, The (2015)",2015.0,5228,0.14243291104754122
78499,Toy Story 3 (2010),2010.0,9244,0.14230295566502463
115617,Big Hero 6 (2014),2014.0,6558,0.142194275802255
924,2001: A Space Odyssey (1968),1968.0,18270,0.14195914498170148
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),2010.0,8904,0.14167515274949083
1222,Full Metal Jacket (1987),1987.0,18158,0.14108889734962976
8368,Harry Potter and the Prisoner of Azkaban (2004),2004.0,13662,0.14054398814912353
364,"Lion King, The (1994)",1994.0,17911,0.13916969051818584
2918,Ferris Bueller's Day Off (1986),1986.0,17807,0.13862010446913023
111,Taxi Driver (1976),1976.0,17805,0.1383460632949751
1961,Rain Man (1988),1988.0,17795,0.1382683626135401
106920,Her (2013),2013.0,6789,0.13823223993647304
1097,E.T. the Extra-Terrestrial (1982),1982.0,17695,0.13749135579919036
76093,How to Train Your Dragon (2010),2010.0,9053,0.13733729785491064
168250,Get Out (2017),2017.0,3438,0.1357605433580793
56367,Juno (2007),2007.0,10515,0.13564941431446412
778,Trainspotting (1996),1996.0,17380,0.13504378433398861
4027,"O Brother, Where Art Thou? (2000)",2000.0,15270,0.13390743111703526
3949,Requiem for a Dream (2000),2000.0,15603,0.13351188540721853
3793,X-Men (2000),2000.0,15752,0.132559118067828
177765,Coco (2017),2017.0,2739,0.13212097824514013
8874,Shaun of the Dead (2004),2004.0,12641,0.13165102740082693
150,Apollo 13 (1995),1995.0,16817,0.13066923596919944
81591,Black Swan (2010),2010.0,8204,0.13027184959349594
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),2001.0,14103,0.12991571092994333
8665,"Bourne Supremacy, The (2004)",2004.0,12535,0.12969477496120022
3114,Toy Story 2 (1999),1999.0,16377,0.1295730742452054
177593,"Three Billboards Outside Ebbing, Missouri (2017)",2017.0,2628,0.12746144145891938
104841,Gravity (2013),2013.0,6361,0.12682430815854534
69844,Harry Potter and the Half-Blood Prince (2009),2009.0,8753,0.12676505090587845
80463,"Social Network, The (2010)",2010.0,8050,0.12625272501999654
119145,Kingsman: The Secret Service (2015),2015.0,5692,0.12578449571289665
5349,Spider-Man (2002),2002.0,13241,0.12488564017920302
40815,Harry Potter and the Goblet of Fire (2005),2005.0,10993,0.12479849238244443
64614,Gran Torino (2008),2008.0,8938,0.12387908691494227
2502,Office Space (1999),1999.0,15897,0.12352077327718164
6711,Lost in Translation (2003),2003.0,12377,0.12332479748109325
73017,Sherlock Holmes (2009),2009.0,8152,0.12124096493054523
5995,"Pianist, The (2002)",2002.0,12574,0.12116948695216435
69122,"Hangover, The (2009)",2009.0,8425,0.12106276583515346
1721,Titanic (1997),1997.0,15293,0.11882765211850908
48774,Children of Men (2006),2006.0,9694,0.11787021387838478
4022,Cast Away (2000),2000.0,13359,0.11714310768151526
1246,Dead Poets Society (1989),1989.0,15068,0.11707938678622211
71535,Zombieland (2009),2009.0,7955,0.11692167497097168
139385,The Revenant (2015),2015.0,4254,0.1167815082219233
904,Rear Window (1954),1954.0,15021,0.11671419358347773
51662,300 (2007),2007.0,9464,0.11668536624459049
588,Aladdin (1992),1992.0,14931,0.11601488745056295
1219,Psycho (1960),1960.0,14731,0.11446087382186342
194448,Green Book (2018),2018.0,1337,0.11388415672913117
1259,Stand by Me (1986),1986.0,14645,0.11379264796152262
919,"Wizard of Oz, The (1939)",1939.0,14633,0.11369940714380065
91500,The Hunger Games (2012),2012.0,6399,0.11294279612404469
2396,Shakespeare in Love (1998),1998.0,14533,0.11292240032945089
1968,"Breakfast Club, The (1985)",1985.0,14522,0.11283692957987242
1080,Monty Python's Life of Brian (1979),1979.0,14492,0.11260382753556748
68237,Moon (2009),2009.0,7877,0.1124851842860611
51255,Hot Fuzz (2007),2007.0,8961,0.11138595400870106
98809,"Hobbit: An Unexpected Journey, The (2012)",2012.0,5876,0.11024803932605351
111362,X-Men: Days of Future Past (2014),2014.0,5183,0.10914566091772485
5816,Harry Potter and the Chamber of Secrets (2002),2002.0,11364,0.10896016108154753
2542,"Lock, Stock & Two Smoking Barrels (1998)",1998.0,13984,0.1086566329186707
96079,Skyfall (2012),2012.0,5831,0.1081978772359534
174055,Dunkirk (2017),2017.0,2370,0.10818459853015018
171763,Baby Driver (2017),2017.0,2444,0.10814637815832559
1225,Amadeus (1984),1984.0,13852,0.10763098392372901
202429,Once Upon a Time in Hollywood (2019),2019.0,598,0.10753461607624527
115569,Nightcrawler (2014),2014.0,4904,0.10617476400796744
3897,Almost Famous (2000),2000.0,12386,0.10578549100661053
54001,Harry Potter and the Order of the Phoenix (2007),2007.0,8375,0.10527572813093158
2291,Edward Scissorhands (1990),1990.0,13491,0.10482598932392637
87232,X-Men: First Class (2011),2011.0,6284,0.10481543876036228
7147,Big Fish (2003),2003.0,10400,0.10459830228909361
1610,"Hunt for Red October, The (1990)",1990.0,13421,0.10428208455388153
1387,Jaws (1975),1975.0,13236,0.10284462194733447
2115,Indiana Jones and the Temple of Doom (1984),1984.0,13197,0.10254158928973807
2692,Run Lola Run (Lola rennt) (1998),1998.0,13127,0.10199768451969324
1653,Gattaca (1997),1997.0,13118,0.10192775390640176
110102,Captain America: The Winter Soldier (2014),2014.0,4885,0.10181113357370626
1784,As Good as It Gets (1997),1997.0,13093,0.10173350220281432
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",1966.0,13003,0.10103419606989954
187541,Incredibles 2 (2018),2018.0,1569,0.10055114073314535
84152,Limitless (2011),2011.0,6117,0.10011456628477905
142488,Spotlight (2015),2015.0,3977,0.09992462311557788
192803,Bohemian Rhapsody (2018),2018.0,1231,0.09976497285031202
122922,Doctor Strange (2016),2016.0,3622,0.09956019791094008
1203,12 Angry Men (1957),1957.0,12776,0.09927039060132557
1307,When Harry Met Sally... (1989),1989.0,12725,0.09887411712600719
780,Independence Day (a.k.a. ID4) (1996),1996.0,12720,0.09883526678528971
2791,Airplane! (1980),1980.0,12712,0.09877310624014173
923,Citizen Kane (1941),1941.0,12648,0.09827582187895788
94959,Moonrise Kingdom (2012),2012.0,5406,0.09750730493127953
122918,Guardians of the Galaxy 2 (2017),2017.0,4152,0.09701841293578839
6333,X2: X-Men United (2003),2003.0,9858,0.09689785326728002
54503,Superbad (2007),2007.0,7584,0.09607296681023562
908,North by Northwest (1959),1959.0,12284,0.09544751707472475
96610,Looper (2012),2012.0,5152,0.09508166466734336
27773,Old Boy (2003),2003.0,8893,0.09484248021670968
223,Clerks (1994),1994.0,12186,0.09468605039666197
6502,28 Days Later (2002),2002.0,9574,0.09464963619107877
69757,(500) Days of Summer (2009),2009.0,6531,0.09450151931703082
60684,Watchmen (2009),2009.0,6701,0.09446942889769219
1252,Chinatown (1974),1974.0,12142,0.09434416739834808
30707,Million Dollar Baby (2004),2004.0,8906,0.09394911177686822
97921,Silver Linings Playbook (2012),2012.0,5047,0.09386274874465315
1247,"Graduate, The (1967)",1967.0,12031,0.09348168983441985
590,Dances with Wolves (1990),1990.0,11970,0.0930077156776665
88129,Drive (2011),2011.0,5524,0.09283565534510865
8636,Spider-Man 2 (2004),2004.0,8973,0.09265033867503718
8360,Shrek 2 (2004),2004.0,8976,0.09233048057932851
122912,Avengers: Infinity War - Part I (2018),2018.0,3936,0.09187031720467755
34405,Serenity (2005),2005.0,8167,0.09181253021258418
44555,"Lives of Others, The (Das leben der Anderen) (2006)",2006.0,7466,0.09170525591735963
49530,Blood Diamond (2006),2006.0,7570,0.0915323507007001
1923,There's Something About Mary (1998),1998.0,11758,0.091360461231245
106100,Dallas Buyers Club (2013),2013.0,4521,0.0912946022899376
112183,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),2014.0,4214,0.09114898771413739
4034,Traffic (2000),2000.0,10384,0.091062956564443
57669,In Bruges (2008),2008.0,6968,0.09058173545661359
1073,Willy Wonka & the Chocolate Factory (1971),1971.0,11616,0.09025711155486833
2916,Total Recall (1990),1990.0,11594,0.09025447808250103
56782,There Will Be Blood (2007),2007.0,6972,0.09020221753587
106487,The Hunger Games: Catching Fire (2013),2013.0,4452,0.09011051289317087
59369,Taken (2008),2008.0,6490,0.08938039690955915
1625,"Game, The (1997)",1997.0,11495,0.08931693330950513
6365,"Matrix Reloaded, The (2003)",2003.0,9067,0.0892711215256924
4262,Scarface (1983),1983.0,9998,0.08922404176520458
91658,"Girl with the Dragon Tattoo, The (2011)",2011.0,5137,0.08902946273830156
97304,Argo (2012),2012.0,4806,0.08895881536325775
4979,"Royal Tenenbaums, The (2001)",2001.0,9585,0.0887056471764118
33493,Star Wars: Episode III - Revenge of the Sith (2005),2005.0,8073,0.08870453796286122
128360,The Hateful Eight (2015),2015.0,3942,0.08848286233754574
76251,Kick-Ass (2010),2010.0,5795,0.08810472223066865
7254,The Butterfly Effect (2004),2004.0,8708,0.08800137438986186
106489,"Hobbit: The Desolation of Smaug, The (2013)",2013.0,4332,0.08792547037691043
166461,Moana (2016),2016.0,2426,0.0874707048855237
201773,Spider-Man: Far from Home (2019),2019.0,604,0.08738425925925926
595,Beauty and the Beast (1991),1991.0,11161,0.08672173054957692
85414,Source Code (2011),2011.0,5270,0.08657937537991424
1220,"Blues Brothers, The (1980)",1980.0,11128,0.0864653183008415
3481,High Fidelity (2000),2000.0,10503,0.08645440626903511
31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),2004.0,7823,0.08629895201323773
592,Batman (1989),1989.0,11095,0.08620890605210607
1207,To Kill a Mockingbird (1962),1962.0,11053,0.08588256319007918
903,Vertigo (1958),1958.0,11041,0.0857893223723572
1230,Annie Hall (1977),1977.0,10991,0.08540081896518233
30749,Hotel Rwanda (2004),2004.0,8081,0.08523182719486985
79702,Scott Pilgrim vs. the World (2010),2010.0,5471,0.08511863088292493
2987,Who Framed Roger Rabbit? (1988),1988.0,10837,0.08484834249385384
7143,"Last Samurai, The (2003)",2003.0,8390,0.08437418290794264
55247,Into the Wild (2007),2007.0,6625,0.08434977464286623
2355,"Bug's Life, A (1998)",1998.0,10816,0.08404105704007024
102445,Star Trek Into Darkness (2013),2013.0,4328,0.08396058042989059
1234,"Sting, The (1973)",1973.0,10805,0.08395558629049177
2011,Back to the Future Part II (1989),1989.0,10791,0.0838468053364828
1288,This Is Spinal Tap (1984),1984.0,10789,0.0838312652001958
1584,Contact (1997),1997.0,10776,0.08373025431433034
91542,Sherlock Holmes: A Game of Shadows (2011),2011.0,4824,0.08344144050646049
115149,John Wick (2014),2014.0,3847,0.0831424248973417
733,"Rock, The (1996)",1996.0,10667,0.0828833168866891
1148,Wallace & Gromit: The Wrong Trousers (1993),1993.0,10605,0.08240157266179224
47610,"Illusionist, The (2006)",2006.0,6923,0.08235196155401708
79091,Despicable Me (2010),2010.0,5311,0.08212209302325581
122916,Thor: Ragnarok (2017),2017.0,3679,0.08207290411814572
45722,Pirates of the Caribbean: Dead Man's Chest (2006),2006.0,6939,0.08191090020539699
2797,Big (1988),1988.0,10532,0.08183435768731692
97938,Life of Pi (2012),2012.0,4368,0.08162350039242068
1079,"Fish Called Wanda, A (1988)",1988.0,10476,0.08139923387128105
122892,Avengers: Age of Ultron (2015),2015.0,3659,0.0811578130198514
164909,La La Land (2016),2016.0,2234,0.08035104125454087
6,Heat (1995),1995.0,10330,0.0802648039223304
5218,Ice Age (2002),2002.0,8517,0.07988107408484257
2194,"Untouchables, The (1987)",1987.0,10265,0.07975974949300306
1090,Platoon (1986),1986.0,10255,0.07968204881156808
2000,Lethal Weapon (1987),1987.0,10226,0.07945671683540664
3000,Princess Mononoke (Mononoke-hime) (1997),1997.0,10098,0.07939615520698196
122920,Captain America: Civil War (2016),2016.0,3511,0.07931595355351737
2628,Star Wars: Episode I - The Phantom Menace (1999),1999.0,10207,0.0793090855406802
2706,American Pie (1999),1999.0,10167,0.07899828281494028
377,Speed (1994),1994.0,10159,0.07893612226979231
2019,Seven Samurai (Shichinin no samurai) (1954),1954.0,10132,0.07872633042991788
185029,A Quiet Place (2018),2018.0,1271,0.07826354679802956
1517,Austin Powers: International Man of Mystery (1997),1997.0,10066,0.07821350593244702
2700,"South Park: Bigger, Longer and Uncut (1999)",1999.0,10032,0.07794932361556811
56174,I Am Legend (2007),2007.0,6053,0.07790319051725247
6942,Love Actually (2003),2003.0,7755,0.07759034698042983
1199,Brazil (1985),1985.0,9964,0.07742095898181027
108932,The Lego Movie (2014),2014.0,3746,0.07724826263584435
1304,Butch Cassidy and the Sundance Kid (1969),1969.0,9938,0.07721893721007933
183897,Isle of Dogs (2018),2018.0,1353,0.07701941139636818
77561,Iron Man 2 (2010),2010.0,5018,0.07669616519174041
5669,Bowling for Columbine (2002),2002.0,7998,0.07651757952642908
1278,Young Frankenstein (1974),1974.0,9829,0.0763719997824381
551,"Nightmare Before Christmas, The (1993)",1993.0,9825,0.0763409195098641
2268,"Few Good Men, A (1992)",1992.0,9799,0.07613889773813316
380,True Lies (1994),1994.0,9788,0.07605342698855469
59784,Kung Fu Panda (2008),2008.0,5724,0.07591612620857041
179819,Star Wars: The Last Jedi (2017),2017.0,1472,0.07577083440572399
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),2006.0,6260,0.07534543353714314
33166,Crash (2004),2004.0,6884,0.07525471161834799
1954,Rocky (1976),1976.0,9672,0.07515209908390896
3527,Predator (1987),1987.0,9111,0.07499012313162573
953,It's a Wonderful Life (1946),1946.0,9644,0.07493453717589103
2174,Beetlejuice (1988),1988.0,9639,0.07489568683517354
648,Mission: Impossible (1996),1996.0,9624,0.07477913581302108
8644,"I, Robot (2004)",2004.0,7199,0.07443211778450977
3751,Chicken Run (2000),2000.0,8893,0.07438355247750009
3408,Erin Brockovich (2000),2000.0,9050,0.07431921952501395
35836,"40-Year-Old Virgin, The (2005)",2005.0,6632,0.07424656307375398
166643,Hidden Figures (2016),2016.0,2045,0.07411031383634123
44195,Thank You for Smoking (2006),2006.0,6352,0.07399986020177544
104879,Prisoners (2013),2013.0,3694,0.07384455461378538
1266,Unforgiven (1992),1992.0,9485,0.07369909634107491
4848,Mulholland Drive (2001),2001.0,8007,0.07334432536411102
2395,Rushmore (1998),1998.0,9429,0.07326397252503905
3052,Dogma (1999),1999.0,9286,0.07306805574134255
64957,"Curious Case of Benjamin Button, The (2008)",2008.0,5242,0.07274897302098368
3471,Close Encounters of the Third Kind (1977),1977.0,8868,0.07273741367148412
34,Babe (1995),1995.0,9340,0.07257243646026776
122900,Ant-Man (2015),2015.0,3028,0.07207979242543265
82459,True Grit (2010),2010.0,4488,0.0718424843925084
102125,Iron Man 3 (2013),2013.0,3682,0.07114838360611389
6870,Mystic River (2003),2003.0,7118,0.07108971606060303
3948,Meet the Parents (2000),2000.0,8295,0.07094412562113528
597,Pretty Woman (1990),1990.0,9114,0.07081640105983729
47099,"Pursuit of Happyness, The (2006)",2006.0,5824,0.07081453740743893
2804,"Christmas Story, A (1983)",1983.0,9109,0.0707775507191198
105844,12 Years a Slave (2013),2013.0,3506,0.07059865890739211
1233,"Boot, Das (Boat, The) (1981)",1981.0,9075,0.07051336840224089
96821,"Perks of Being a Wallflower, The (2012)",2012.0,3823,0.07046874711986875
97913,Wreck-It Ralph (2012),2012.0,3773,0.07016532460528518
1394,Raising Arizona (1987),1987.0,9022,0.07010155479063551
89492,Moneyball (2011),2011.0,4121,0.0700874179393857
2683,Austin Powers: The Spy Who Shagged Me (1999),1999.0,8987,0.0698296024056131
16,Casino (1995),1995.0,8979,0.06976744186046512
1204,Lawrence of Arabia (1962),1962.0,8950,0.06954210988430369
5971,My Neighbor Totoro (Tonari no Totoro) (1988),1988.0,7201,0.0693317158179525
81847,Tangled (2010),2010.0,4329,0.0690144437713229
5010,Black Hawk Down (2001),2001.0,7413,0.06875028982146997
1997,"Exorcist, The (1973)",1973.0,8759,0.06805802686889564
1127,"Abyss, The (1989)",1989.0,8738,0.06789485543788219
102903,Now You See Me (2013),2013.0,3482,0.06781575615931444
1393,Jerry Maguire (1996),1996.0,8720,0.06775499421129923
3160,Magnolia (1999),1999.0,8511,0.06767760301531513
139644,Sicario (2015),2015.0,2693,0.06742445106532136
88140,Captain America: The First Avenger (2011),2011.0,4002,0.0673884856955226
8784,Garden State (2004),2004.0,6493,0.0672201919393745
140174,Room (2015),2015.0,2677,0.06719714845122747
4720,"Others, The (2001)",2001.0,7366,0.0670581273612818
106696,Frozen (2013),2013.0,3305,0.06701271315314584
5902,Adaptation (2002),2002.0,6934,0.06671541555217735
913,"Maltese Falcon, The (1941)",1941.0,8569,0.06658171392163109
69481,"Hurt Locker, The (2008)",2008.0,4594,0.06628096550331117
3994,Unbreakable (2000),2000.0,7510,0.0652634872080089
86882,Midnight in Paris (2011),2011.0,3920,0.06519208381839348
4308,Moulin Rouge (2001),2001.0,7288,0.06515461705570505
44665,Lucky Number Slevin (2006),2006.0,5591,0.06510929184474386
1250,"Bridge on the River Kwai, The (1957)",1957.0,8365,0.06499662002035758
88810,"Help, The (2011)",2011.0,3834,0.06481387564661731
88744,Rise of the Planet of the Apes (2011),2011.0,3835,0.06479572871962964
357,Four Weddings and a Funeral (1994),1994.0,8336,0.06477128804419614
177615,Lady Bird (2017),2017.0,1260,0.06473156948368868
165,Die Hard: With a Vengeance (1995),1995.0,8330,0.06472466763533516
168248,John Wick: Chapter Two (2017),2017.0,1666,0.06465383421297734
46976,Stranger than Fiction (2006),2006.0,5351,0.064429514039397
2599,Election (1999),1999.0,8267,0.0642351533422948
117176,The Theory of Everything (2014),2014.0,2944,0.06408219237717942
44199,Inside Man (2006),2006.0,5509,0.06398745571752135
104374,About Time (2013),2013.0,3230,0.06390218810588374
2012,Back to the Future Part III (1990),1990.0,8202,0.06373009891296746
3175,Galaxy Quest (1999),1999.0,7901,0.06368281909920366
6934,"Matrix Revolutions, The (2003)",2003.0,6327,0.06331622084121409
1358,Sling Blade (1996),1996.0,8125,0.06313180366591815
920,Gone with the Wind (1939),1939.0,8063,0.0626500594410213
1374,Star Trek II: The Wrath of Khan (1982),1982.0,8018,0.0623004063745639
72641,"Blind Side, The  (2009)",2009.0,4183,0.06200619617260343
183837,The Favourite,,824,0.06186650649448157
36529,Lord of War (2005),2005.0,5490,0.06154984528454191
745,Wallace & Gromit: A Close Shave (1995),1995.0,7903,0.06140684853806168
202439,Parasite (2019),2019.0,403,0.061376789521778864
4014,Chocolat (2000),2000.0,6986,0.06125920729568572
1276,Cool Hand Luke (1967),1967.0,7828,0.06082409342729936
1035,"Sound of Music, The (1965)",1965.0,7789,0.06052106076970295
1262,"Great Escape, The (1963)",1963.0,7759,0.06028795872539802
163645,Hacksaw Ridge (2016),2016.0,1695,0.06019603665033028
86332,Thor (2011),2011.0,3638,0.06016206383330577
3671,Blazing Saddles (1974),1974.0,7205,0.06006969919295671
6807,Monty Python's The Meaning of Life (1983),1983.0,6016,0.060030334477528535
